CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C00991,Stable,0.1,Aditi Sharma,Thank‑you email with wellness gift voucher
C00992,Likely_to_Leave,9.41,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00993,Stable,0.26,Meera Iyer,Thank‑you email with wellness gift voucher
C00994,Likely_to_Leave,4.64,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00995,Stable,0.14,Kunal Desai,Thank‑you email with wellness gift voucher
C00996,Stable,0.16,Anita Paul,Thank‑you email with wellness gift voucher
C00997,Likely_to_Leave,11.42,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00998,Stable,0.3,Rahul Singh,Thank‑you email with wellness gift voucher
C00999,Likely_to_Leave,6.63,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01000,Likely_to_Leave,8.8,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01001,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C01002,Likely_to_Leave,1.14,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C01003,Stable,0.45,Aditi Sharma,Thank‑you email with wellness gift voucher
C01004,Likely_to_Leave,0.71,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01005,Stable,0.18,Meera Iyer,Thank‑you email with wellness gift voucher
C01006,Likely_to_Leave,1.7,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C01007,Likely_to_Leave,7.56,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01008,Likely_to_Leave,4.84,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C01009,Stable,0.21,Aditi Sharma,Thank‑you email with wellness gift voucher
C01010,Stable,0.18,Rahul Singh,Thank‑you email with wellness gift voucher
C01011,Stable,0.09,Meera Iyer,Thank‑you email with wellness gift voucher
C01012,Stable,0.41,Santosh Rao,Thank‑you email with wellness gift voucher
C01013,Stable,0.65,Kunal Desai,Thank‑you email with wellness gift voucher
C01014,Stable,0.03,Anita Paul,Thank‑you email with wellness gift voucher
C01015,Stable,0.2,Aditi Sharma,Thank‑you email with wellness gift voucher
C01016,Already_Left,65.27,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C01017,Already_Left,80.9,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C01018,Already_Left,89.06,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C01019,Stable,0.47,Kunal Desai,Thank‑you email with wellness gift voucher
C01020,Stable,0.3,Anita Paul,Thank‑you email with wellness gift voucher
C01021,Stable,0.04,Aditi Sharma,Thank‑you email with wellness gift voucher
C01022,Stable,0.24,Rahul Singh,Thank‑you email with wellness gift voucher
C01023,Stable,0.25,Meera Iyer,Thank‑you email with wellness gift voucher
C01024,Already_Left,91.8,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C01025,Likely_to_Leave,20.74,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01026,Stable,0.2,Anita Paul,Thank‑you email with wellness gift voucher
C01027,Stable,0.63,Aditi Sharma,Thank‑you email with wellness gift voucher
C01028,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C01029,Stable,0.59,Meera Iyer,Thank‑you email with wellness gift voucher
C01030,Stable,0.29,Santosh Rao,Thank‑you email with wellness gift voucher
C01031,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C01032,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C01033,Likely_to_Leave,3.38,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01034,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C01035,Likely_to_Leave,47.6,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C01036,Likely_to_Leave,3.77,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C01037,Likely_to_Leave,1.27,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01038,Already_Left,11.07,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01039,Stable,0.66,Aditi Sharma,Thank‑you email with wellness gift voucher
C01040,Likely_to_Leave,6.99,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01041,Stable,0.03,Meera Iyer,Thank‑you email with wellness gift voucher
C01042,Stable,0.26,Santosh Rao,Thank‑you email with wellness gift voucher
C01043,Stable,0.33,Kunal Desai,Thank‑you email with wellness gift voucher
C01044,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C01045,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C01046,Stable,0.69,Rahul Singh,Thank‑you email with wellness gift voucher
C01047,Stable,0.24,Meera Iyer,Thank‑you email with wellness gift voucher
C01048,Likely_to_Leave,1.86,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01049,Stable,0.1,Kunal Desai,Thank‑you email with wellness gift voucher
C01050,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C01051,Likely_to_Leave,11.9,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C01052,Stable,0.65,Rahul Singh,Thank‑you email with wellness gift voucher
C01053,Likely_to_Leave,37.55,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01054,Likely_to_Leave,10.06,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01055,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C01056,Stable,0.07,Anita Paul,Thank‑you email with wellness gift voucher
C01057,Likely_to_Leave,13.4,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01058,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C01059,Stable,0.02,Meera Iyer,Thank‑you email with wellness gift voucher
C01060,Likely_to_Leave,2.11,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C01061,Likely_to_Leave,5.39,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C01062,Already_Left,79.93,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01063,Likely_to_Leave,0.77,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01064,Likely_to_Leave,2.82,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C01065,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C01066,Likely_to_Leave,0.74,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01067,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C01068,Likely_to_Leave,31.43,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C01069,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C01070,Likely_to_Leave,17.04,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01071,Likely_to_Leave,2.07,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01072,Likely_to_Leave,32.91,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C01073,Likely_to_Leave,67.72,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01074,Stable,0.24,Anita Paul,Thank‑you email with wellness gift voucher
C01075,Stable,0.2,Aditi Sharma,Thank‑you email with wellness gift voucher
C01076,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C01077,Likely_to_Leave,38.23,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01078,Already_Left,57.0,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C01079,Likely_to_Leave,5.62,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01080,Already_Left,64.71,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01081,Stable,0.55,Aditi Sharma,Thank‑you email with wellness gift voucher
C01082,Likely_to_Leave,1.31,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C01083,Likely_to_Leave,28.61,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C01084,Already_Left,59.07,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C01085,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C01086,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C01087,Likely_to_Leave,46.48,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01088,Likely_to_Leave,0.92,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01089,Already_Left,8.44,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C01090,Stable,0.08,Santosh Rao,Thank‑you email with wellness gift voucher
C01091,Likely_to_Leave,2.6,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C01092,Likely_to_Leave,2.15,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C01093,Stable,0.1,Aditi Sharma,Thank‑you email with wellness gift voucher
C01094,Stable,0.34,Rahul Singh,Thank‑you email with wellness gift voucher
C01095,Stable,0.2,Meera Iyer,Thank‑you email with wellness gift voucher
C01096,Stable,0.68,Santosh Rao,Thank‑you email with wellness gift voucher
C01097,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C01098,Stable,0.33,Anita Paul,Thank‑you email with wellness gift voucher
C01099,Likely_to_Leave,32.82,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01100,Likely_to_Leave,1.13,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C01101,Stable,0.29,Meera Iyer,Thank‑you email with wellness gift voucher
C01102,Stable,0.14,Santosh Rao,Thank‑you email with wellness gift voucher
C01103,Stable,0.19,Kunal Desai,Thank‑you email with wellness gift voucher
C01104,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C01105,Likely_to_Leave,2.29,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01106,Likely_to_Leave,13.18,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01107,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C01108,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C01109,Stable,0.29,Kunal Desai,Thank‑you email with wellness gift voucher
C01110,Stable,0.33,Anita Paul,Thank‑you email with wellness gift voucher
C01111,Likely_to_Leave,1.24,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C01112,Stable,0.47,Rahul Singh,Thank‑you email with wellness gift voucher
C01113,Likely_to_Leave,3.36,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01114,Stable,0.27,Santosh Rao,Thank‑you email with wellness gift voucher
C01115,Stable,0.36,Kunal Desai,Thank‑you email with wellness gift voucher
C01116,Already_Left,73.29,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01117,Stable,0.27,Aditi Sharma,Thank‑you email with wellness gift voucher
C01118,Likely_to_Leave,0.85,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C01119,Likely_to_Leave,16.74,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C01120,Stable,0.05,Santosh Rao,Thank‑you email with wellness gift voucher
C01121,Likely_to_Leave,4.99,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01122,Stable,0.13,Anita Paul,Thank‑you email with wellness gift voucher
C01123,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C01124,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C01125,Stable,0.2,Meera Iyer,Thank‑you email with wellness gift voucher
C01126,Likely_to_Leave,2.67,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C01127,Likely_to_Leave,0.79,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C01128,Likely_to_Leave,9.34,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C01129,Likely_to_Leave,28.38,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C01130,Likely_to_Leave,9.41,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C01131,Stable,0.04,Meera Iyer,Thank‑you email with wellness gift voucher
C01132,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C01133,Already_Left,96.33,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C01134,Already_Left,72.61,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01135,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C01136,Likely_to_Leave,0.95,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01137,Likely_to_Leave,3.18,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C01138,Likely_to_Leave,1.02,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01139,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C01140,Already_Left,88.04,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C01141,Likely_to_Leave,41.52,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C01142,Likely_to_Leave,1.24,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C01143,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C01144,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C01145,Likely_to_Leave,2.38,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01146,Stable,0.37,Anita Paul,Thank‑you email with wellness gift voucher
C01147,Likely_to_Leave,1.72,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C01148,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C01149,Likely_to_Leave,3.96,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C01150,Stable,0.21,Santosh Rao,Thank‑you email with wellness gift voucher
C01151,Likely_to_Leave,1.34,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01152,Stable,0.11,Anita Paul,Thank‑you email with wellness gift voucher
C01153,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C01154,Already_Left,63.12,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C01155,Stable,0.06,Meera Iyer,Thank‑you email with wellness gift voucher
C01156,Likely_to_Leave,1.42,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C01157,Likely_to_Leave,18.91,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C01158,Stable,0.4,Anita Paul,Thank‑you email with wellness gift voucher
